metro,zip,state,city,returns,agi,interest,dividends,agiPerReturn,interestPerReturn,dividendsPerReturn,crosswalkRatio,countyCount,counties,score,tier
Greater Chicago,60604,ILLINOIS IRS,CHICAGO,570,278808000.0,7239000.0,30646000.0,489137.0,12700.0,53765.0,1.0,1,"Cook County, IL",40.5,medium
Greater Chicago,60521,ILLINOIS IRS,HINSDALE,8230,4230493000.0,55731000.0,216565000.0,514033.0,6772.0,26314.0,1.0,2,"Cook County, IL | DuPage County, IL",38.4,medium
Greater Chicago,60611,ILLINOIS IRS,CHICAGO,20050,6909389000.0,162595000.0,533640000.0,344608.0,8109.0,26615.0,1.0,1,"Cook County, IL",34.3,medium
Greater Chicago,60523,ILLINOIS IRS,OAK BROOK,5550,2064538000.0,52065000.0,138202000.0,371989.0,9381.0,24901.0,1.0,2,"Cook County, IL | DuPage County, IL",32.9,low
Greater Chicago,60035,ILLINOIS IRS,HIGHLAND PARK,15150,5299960000.0,119030000.0,317990000.0,349832.0,7857.0,20989.0,1.0,1,"Lake County, IL",32.6,low
Greater Chicago,60091,ILLINOIS IRS,WILMETTE,13080,4659315000.0,60411000.0,269103000.0,356217.0,4619.0,20574.0,1.0,1,"Cook County, IL",31.2,low
Greater Chicago,60614,ILLINOIS IRS,CHICAGO,35960,10797968000.0,181493000.0,536466000.0,300277.0,5047.0,14918.0,1.0,1,"Cook County, IL",30.0,low
Greater Chicago,60601,ILLINOIS IRS,CHICAGO,9120,2674276000.0,61331000.0,185591000.0,293232.0,6725.0,20350.0,1.0,1,"Cook County, IL",28.8,low
Greater Chicago,60010,ILLINOIS IRS,BARRINGTON,22670,6510527000.0,83118000.0,313047000.0,287187.0,3666.0,13809.0,1.0,4,"Cook County, IL | Kane County, IL | Lake County, IL | McHenry County, IL",27.8,low
Greater Chicago,60015,ILLINOIS IRS,DEERFIELD,13500,3861118000.0,51762000.0,203313000.0,286009.0,3834.0,15060.0,1.0,2,"Cook County, IL | Lake County, IL",27.1,low
Greater Chicago,60062,ILLINOIS IRS,NORTHBROOK,22140,5063433000.0,84663000.0,291596000.0,228701.0,3824.0,13171.0,1.0,1,"Cook County, IL",25.5,low
Greater Chicago,60558,ILLINOIS IRS,WESTERN SPRINGS,6430,1929211000.0,17349000.0,72995000.0,300033.0,2698.0,11352.0,1.0,1,"Cook County, IL",24.9,low
Greater Chicago,60305,ILLINOIS IRS,RIVER FOREST,5210,1508541000.0,17072000.0,71979000.0,289547.0,3277.0,13816.0,1.0,1,"Cook County, IL",24.8,low
Greater Chicago,60044,ILLINOIS IRS,LAKE BLUFF,5060,1366570000.0,15605000.0,83883000.0,270073.0,3084.0,16578.0,1.0,1,"Lake County, IL",24.6,low
Greater Chicago,60184,ILLINOIS IRS,WAYNE,1260,433756000.0,4898000.0,16980000.0,344251.0,3887.0,13476.0,1.0,2,"DuPage County, IL | Kane County, IL",24.3,low
Greater Chicago,60025,ILLINOIS IRS,GLENVIEW,20650,4368158000.0,54896000.0,214787000.0,211533.0,2658.0,10401.0,1.0,1,"Cook County, IL",23.6,low
Greater Chicago,60610,ILLINOIS IRS,CHICAGO,24860,5026175000.0,66977000.0,255216000.0,202179.0,2694.0,10266.0,1.0,1,"Cook County, IL",23.6,low
Greater Chicago,60026,ILLINOIS IRS,GLENVIEW,7100,1756541000.0,19069000.0,95175000.0,247400.0,2686.0,13405.0,1.0,1,"Cook County, IL",23.5,low
Greater Chicago,60048,ILLINOIS IRS,LIBERTYVILLE,14600,3448624000.0,23225000.0,139198000.0,236207.0,1591.0,9534.0,1.0,1,"Lake County, IL",23.3,low
Greater Chicago,60602,ILLINOIS IRS,CHICAGO,1120,347294000.0,3494000.0,18578000.0,310084.0,3120.0,16588.0,1.0,1,"Cook County, IL",23.1,low
Greater Chicago,60068,ILLINOIS IRS,PARK RIDGE,19580,4357115000.0,31876000.0,125359000.0,222529.0,1628.0,6402.0,1.0,1,"Cook County, IL",22.6,low
Greater Chicago,60514,ILLINOIS IRS,CLARENDON HILLS,4810,1269857000.0,13518000.0,40580000.0,264004.0,2810.0,8437.0,1.0,1,"DuPage County, IL",22.3,low
Greater Chicago,60201,ILLINOIS IRS,EVANSTON,17980,3397542000.0,34675000.0,195063000.0,188962.0,1929.0,10849.0,1.0,1,"Cook County, IL",22.3,low
Greater Chicago,60654,ILLINOIS IRS,CHICAGO,14490,3244921000.0,17263000.0,103242000.0,223942.0,1191.0,7125.0,1.0,1,"Cook County, IL",22.1,low
Greater Chicago,60047,ILLINOIS IRS,LAKE ZURICH,21110,4324860000.0,33155000.0,127976000.0,204873.0,1571.0,6062.0,1.0,2,"Cook County, IL | Lake County, IL",22.0,low
Greater Chicago,60126,ILLINOIS IRS,ELMHURST,22930,4491886000.0,35888000.0,133595000.0,195896.0,1565.0,5826.0,1.0,2,"Cook County, IL | DuPage County, IL",21.8,low
Greater Chicago,60540,ILLINOIS IRS,NAPERVILLE,20390,4016330000.0,32629000.0,127154000.0,196975.0,1600.0,6236.0,1.0,1,"DuPage County, IL",21.7,low
Greater Chicago,60527,ILLINOIS IRS,WILLOWBROOK,15050,2890254000.0,35827000.0,122884000.0,192043.0,2381.0,8165.0,1.0,2,"Cook County, IL | DuPage County, IL",21.6,low
Greater Chicago,60657,ILLINOIS IRS,CHICAGO,40570,6594364000.0,59571000.0,207695000.0,162543.0,1468.0,5119.0,1.0,1,"Cook County, IL",21.4,low
Greater Chicago,60137,ILLINOIS IRS,GLEN ELLYN,18560,3594963000.0,24674000.0,115959000.0,193694.0,1329.0,6248.0,1.0,1,"DuPage County, IL",21.3,low
Greater Chicago,60175,ILLINOIS IRS,SAINT CHARLES,11930,2426744000.0,23358000.0,64797000.0,203415.0,1958.0,5431.0,1.0,1,"Kane County, IL",20.8,low
Greater Chicago,60069,ILLINOIS IRS,LINCOLNSHIRE,4720,1024333000.0,11694000.0,47421000.0,217020.0,2478.0,10047.0,1.0,1,"Lake County, IL",20.7,low
Greater Chicago,60564,ILLINOIS IRS,NAPERVILLE,21220,3837402000.0,19376000.0,71208000.0,180839.0,913.0,3356.0,1.0,2,"DuPage County, IL | Will County, IL",20.3,low
Greater Chicago,60425,ILLINOIS IRS,GLENWOOD,4450,848193000.0,26330000.0,26485000.0,190605.0,5917.0,5952.0,1.0,1,"Cook County, IL",20.0,low
Greater Chicago,60067,ILLINOIS IRS,PALATINE,20490,3242227000.0,23350000.0,123287000.0,158235.0,1140.0,6017.0,1.0,1,"Cook County, IL",20.0,low
Greater Chicago,60607,ILLINOIS IRS,CHICAGO,16240,2999291000.0,14517000.0,60036000.0,184685.0,894.0,3697.0,1.0,1,"Cook County, IL",19.9,low
Greater Chicago,60189,ILLINOIS IRS,WHEATON,15270,2539156000.0,21516000.0,83042000.0,166284.0,1409.0,5438.0,1.0,1,"DuPage County, IL",19.7,low
Greater Chicago,60622,ILLINOIS IRS,CHICAGO,28250,4336180000.0,27991000.0,85488000.0,153493.0,991.0,3026.0,1.0,1,"Cook County, IL",19.7,low
Greater Chicago,60613,ILLINOIS IRS,CHICAGO,29060,4051643000.0,40352000.0,106237000.0,139423.0,1389.0,3656.0,1.0,1,"Cook County, IL",19.5,low
Greater Chicago,60187,ILLINOIS IRS,WHEATON,13100,2087849000.0,25408000.0,73567000.0,159378.0,1940.0,5616.0,1.0,1,"DuPage County, IL",19.4,low
Greater Chicago,60302,ILLINOIS IRS,OAK PARK,15730,2536439000.0,13688000.0,85140000.0,161249.0,870.0,5413.0,1.0,1,"Cook County, IL",19.3,low
Greater Chicago,60565,ILLINOIS IRS,NAPERVILLE,19150,3026076000.0,14840000.0,80081000.0,158020.0,775.0,4182.0,1.0,2,"DuPage County, IL | Will County, IL",19.3,low
Greater Chicago,60515,ILLINOIS IRS,DOWNERS GROVE,14540,2382617000.0,14890000.0,69103000.0,163866.0,1024.0,4753.0,1.0,1,"DuPage County, IL",19.2,low
Greater Chicago,60423,ILLINOIS IRS,FRANKFORT,16570,2448962000.0,17041000.0,102298000.0,147795.0,1028.0,6174.0,1.0,2,"Cook County, IL | Will County, IL",19.2,low
Greater Chicago,60004,ILLINOIS IRS,ARLINGTON HEIGHTS,26320,3581360000.0,28551000.0,103561000.0,136070.0,1085.0,3935.0,1.0,1,"Cook County, IL",19.2,low
Greater Chicago,60605,ILLINOIS IRS,CHICAGO,15870,2541626000.0,16317000.0,57282000.0,160153.0,1028.0,3609.0,1.0,1,"Cook County, IL",19.0,low
Greater Chicago,60439,ILLINOIS IRS,LEMONT,12530,2030107000.0,14225000.0,46964000.0,162020.0,1135.0,3748.0,1.0,3,"Cook County, IL | DuPage County, IL | Will County, IL",18.7,low
Greater Chicago,60467,ILLINOIS IRS,ORLAND PARK,14060,2183681000.0,22000000.0,49002000.0,155312.0,1565.0,3485.0,1.0,2,"Cook County, IL | Will County, IL",18.7,low
Greater Chicago,60134,ILLINOIS IRS,GENEVA,14950,2267201000.0,15040000.0,63391000.0,151652.0,1006.0,4240.0,1.0,1,"Kane County, IL",18.7,low
Greater Chicago,60618,ILLINOIS IRS,CHICAGO,43000,4939346000.0,21854000.0,86154000.0,114869.0,508.0,2004.0,1.0,1,"Cook County, IL",18.7,low
Greater Chicago,60464,ILLINOIS IRS,PALOS PARK,5050,949065000.0,7542000.0,33494000.0,187934.0,1493.0,6632.0,1.0,1,"Cook County, IL",18.6,low
Greater Chicago,60525,ILLINOIS IRS,LA GRANGE,16170,2366373000.0,17330000.0,64855000.0,146343.0,1072.0,4011.0,1.0,1,"Cook County, IL",18.6,low
Greater Chicago,60647,ILLINOIS IRS,CHICAGO,42860,4902689000.0,17082000.0,69976000.0,114388.0,399.0,1633.0,1.0,1,"Cook County, IL",18.5,low
Greater Chicago,60089,ILLINOIS IRS,BUFFALO GROVE,21250,2737686000.0,17415000.0,63760000.0,128832.0,820.0,3000.0,1.0,2,"Cook County, IL | Lake County, IL",18.2,low
Greater Chicago,60563,ILLINOIS IRS,NAPERVILLE,18520,2413822000.0,14374000.0,65906000.0,130336.0,776.0,3559.0,1.0,1,"DuPage County, IL",18.0,low
Greater Chicago,60712,ILLINOIS IRS,LINCOLNWOOD,6660,946204000.0,17942000.0,44705000.0,142073.0,2694.0,6712.0,1.0,1,"Cook County, IL",17.9,low
Greater Chicago,60510,ILLINOIS IRS,BATAVIA,14320,1927460000.0,8788000.0,46867000.0,134599.0,614.0,3273.0,1.0,1,"Kane County, IL",17.6,low
Greater Chicago,60005,ILLINOIS IRS,ARLINGTON HEIGHTS,15460,1935378000.0,11734000.0,61471000.0,125186.0,759.0,3976.0,1.0,1,"Cook County, IL",17.6,low
Greater Chicago,60202,ILLINOIS IRS,EVANSTON,15950,1881280000.0,14625000.0,75054000.0,117949.0,917.0,4706.0,1.0,1,"Cook County, IL",17.6,low
Greater Chicago,60640,ILLINOIS IRS,CHICAGO,34930,3379798000.0,14690000.0,72925000.0,96759.0,421.0,2088.0,1.0,1,"Cook County, IL",17.6,low
Greater Chicago,60061,ILLINOIS IRS,VERNON HILLS,13430,1801979000.0,10200000.0,44600000.0,134176.0,759.0,3321.0,1.0,1,"Lake County, IL",17.5,low
Greater Chicago,60174,ILLINOIS IRS,SAINT CHARLES,16450,2014936000.0,11396000.0,59086000.0,122489.0,693.0,3592.0,1.0,2,"DuPage County, IL | Kane County, IL",17.5,low
Greater Chicago,60060,ILLINOIS IRS,MUNDELEIN,19000,2268816000.0,13153000.0,52620000.0,119411.0,692.0,2769.0,1.0,1,"Lake County, IL",17.5,low
Greater Chicago,60646,ILLINOIS IRS,CHICAGO,13610,1761236000.0,9537000.0,39119000.0,129407.0,701.0,2874.0,1.0,1,"Cook County, IL",17.2,low
Greater Chicago,46307,INDIANA IRS,CROWN POINT,34930,3270426000.0,15244000.0,40843000.0,93628.0,436.0,1169.0,1.0,2,"Lake County, IN | Porter County, IN",17.2,low
Greater Chicago,46385,INDIANA IRS,VALPARAISO,20840,2263856000.0,12287000.0,51916000.0,108630.0,590.0,2491.0,1.0,1,"Porter County, IN",17.1,low
Greater Chicago,60056,ILLINOIS IRS,MOUNT PROSPECT,28180,2670927000.0,14643000.0,64417000.0,94781.0,520.0,2286.0,1.0,1,"Cook County, IL",17.1,low
Greater Chicago,60625,ILLINOIS IRS,CHICAGO,35310,3127756000.0,15261000.0,48888000.0,88580.0,432.0,1385.0,1.0,1,"Cook County, IL",17.1,low
Greater Chicago,60124,ILLINOIS IRS,ELGIN,13070,1665429000.0,7591000.0,35617000.0,127424.0,581.0,2725.0,1.0,1,"Kane County, IL",17.0,low
Greater Chicago,60532,ILLINOIS IRS,LISLE,14510,1670578000.0,11225000.0,50274000.0,115133.0,774.0,3465.0,1.0,1,"DuPage County, IL",17.0,low
